# page	repo path	line	text of that line when pinned	line before	line after
# Written by tools/check-site-pages.py --pin. Do not edit by hand.
_facts/authoring/css	packages/layout/src/values.js	126	export function expandBox(parts) {	/** Expand a 1-4 value box shorthand into [top, right, bottom, left]. */	  switch (parts.length) {
_facts/authoring/dynamic-text	examples/memcard/ui/library.html	25	      <p class="count" data-slot="count" data-slot-capacity="15">6 titles</p>	      <h2>Library</h2>	    </div>
_facts/authoring/dynamic-text	examples/memcard/ui/saves.html	25	      <p class="count" data-slot="save-count" data-slot-capacity="15">4 saves</p>	      <h2>Saves</h2>	    </div>
_facts/authoring/dynamic-text	packages/baker/ps2ui_bake/caps.py	117	    # rather than being unloadable. The remaining bound is the format's	    # the capacity declared here, so a large capacity costs arena bytes	    # own -- capacity is a uint16 field.
_facts/authoring/dynamic-text	packages/baker/ps2ui_bake/preview.py	244	    # Dynamic text slots: same pen as the C runtime — kern, place,		    # advance over the baked glyph table, optional ellipsis, align,
_facts/authoring/dynamic-text	packages/baker/ps2ui_bake/preview.py	251	    for slot in uib.slots[sc["slot_first"]:sc["slot_first"] + sc["slot_count"]]:	    # once per frame).	        text = (slot_text or {}).get(slot["name"]) or slot["placeholder"]
_facts/authoring/dynamic-text	packages/baker/ps2ui_bake/preview.py	252	        text = (slot_text or {}).get(slot["name"]) or slot["placeholder"]	    for slot in uib.slots[sc["slot_first"]:sc["slot_first"] + sc["slot_count"]]:	        font = uib.fonts[slot["font"]]
_facts/authoring/dynamic-text	packages/baker/ps2ui_bake/quads.py	644	        # SLOT NAMES ARE GLOBAL, even though slots are per-screen.		        # ps2ui_slot_set walks every slot in the file and takes the
_facts/authoring/dynamic-text	packages/baker/ps2ui_bake/quads.py	693	        for sl in self.ir.get("slots", []):	        font_index = self._font_index	            builder, tex_index = self._atlas_for(sl["weight"], sl["size"])
_facts/authoring/dynamic-text	packages/baker/ps2ui_bake/quads.py	714	            self.slots.append({	                font_index[key] = len(self.fonts) - 1	                "name": sl["name"],
_facts/authoring/dynamic-text	packages/baker/ps2ui_bake/quads.py	720	                "letter_spacing": self._slot_spacing(sl),	                "align": {"left": 0, "center": 1, "right": 2}.get(sl["align"], 0),	                "ellipsis": bool(sl["ellipsis"]),
_facts/authoring/dynamic-text	packages/baker/ps2ui_bake/quads.py	722	                # Not clamped. This was min(capacity, 95) -- 95 being	                "ellipsis": bool(sl["ellipsis"]),	                # PS2UI_SLOT_BUFSZ - 1, the runtime's old fixed per-slot
_facts/authoring/dynamic-text	packages/baker/ps2ui_bake/quads.py	754	    @staticmethod		    def _slot_spacing(sl):
_facts/authoring/dynamic-text	packages/baker/ps2ui_bake/serve.py	209	    def set_slots(self, mapping):		        per = self.slot_text.setdefault(self.screen_name, {})
_facts/authoring/dynamic-text	packages/baker/ps2ui_bake/serve.py	517	            "slots": [	                for i, r in enumerate(recs)],	                {"name": s["name"],
_facts/authoring/dynamic-text	packages/baker/ps2ui_bake/serve_page.html	610	      if (s.capacity) inp.maxLength = s.capacity;	      inp.dataset.slot = s.name;	      inp.title = 'capacity ' + s.capacity;
_facts/authoring/dynamic-text	packages/layout/src/box.js	202	  if ('data-slot' in el.attrs) {	  box.nocontrast = 'data-nocontrast' in el.attrs;	    // Dynamic text (backlog F2): the element's text is a build-time
_facts/authoring/dynamic-text	packages/layout/src/box.js	207	    const name = el.attrs['data-slot'];	    // are still all compile-time.	    if (!name) {
_facts/authoring/dynamic-text	packages/layout/src/box.js	211	    const onlyText = el.children.length === 1 && el.children[0].type === 'text';	    }	    if (!onlyText) {
_facts/authoring/dynamic-text	packages/layout/src/box.js	220	      capacity: parseInt(el.attrs['data-slot-capacity'] ?? '63', 10),	      name,	    };
_facts/authoring/dynamic-text	packages/layout/src/paint.js	195	      // static text commands. One line, enforced here.	      // Placeholder text of a data-slot: becomes a slot descriptor, not	      if (box.lines.length !== 1) {
_facts/authoring/dynamic-text	packages/layout/src/paint.js	208	      slots.push({	      const foc = textPaint(box.focusStyle, nThemes);	        name: parent.slot.name,
_facts/authoring/dynamic-text	packages/layout/src/paint.js	329	  const seen = new Set();	  visit(root);	  for (const s of slots) {
_facts/authoring/dynamic-text	runtime/ps2ui.c	1248	static int slot_measure(const ps2ui_ctx *ctx, const ps2ui_slot_entry *s,	 * *draw_len and whether the ellipsis is needed into *ellipsize. */	                        const ps2ui_font_entry *font, const char *text,
_facts/authoring/dynamic-text	runtime/ps2ui.c	1297	static const char *slot_current_text(const ps2ui_ctx *ctx, uint32_t index)		{
_facts/authoring/dynamic-text	runtime/ps2ui.c	1306	static void render_slots(ps2ui_ctx *ctx, GSGLOBAL *gs, int tex_ok)		{
_facts/authoring/dynamic-text	runtime/ps2ui.c	1315	        /* Slots live outside the command list, so the visibility check	        const char *text;	         * in the command loop does not reach them. Without this, hiding
_facts/authoring/dynamic-text	runtime/ps2ui.c	1333	        pen = s->x;		        if (s->align == PS2UI_SLOT_ALIGN_CENTER && width < s->w)
_facts/authoring/dynamic-text	runtime/ps2ui.c	1355	        while (p < end) {	        int have_prev = 0;	            uint32_t cp = utf8_next(&p);
_facts/authoring/dynamic-text	runtime/ps2ui.c	1397	static uint32_t slot_index_by_name(const ps2ui_ctx *ctx, const char *name)		{
_facts/authoring/dynamic-text	runtime/ps2ui.c	1412	static void utf8_trim_partial(char *s)	 * U+FFFD and the pen draws '?' where half a glyph used to be. */	{
_facts/authoring/dynamic-text	runtime/ps2ui.c	1436	int ps2ui_slot_set(ps2ui_ctx *ctx, const char *name, const char *text)		{
_facts/authoring/dynamic-text	runtime/ps2ui.c	1450	     * baker declared is the truncation point, not a global BUFSZ. */	    /* The slot's own buffer is capacity + 1 bytes; the capacity the	    cap = ctx->slots[i].capacity;
_facts/authoring/dynamic-text	runtime/ps2ui.c	1459	const char *ps2ui_slot_get(const ps2ui_ctx *ctx, const char *name)		{
_facts/authoring/dynamic-text	runtime/ps2ui.h	667	 * at the slot's baked capacity without splitting a character). NULL	/* Set a dynamic-text slot's current string (UTF-8; copied, truncated	 * reverts to the baked placeholder; "" blanks the slot.
_facts/authoring/dynamic-text	runtime/ps2ui.h	672	int ps2ui_slot_set(ps2ui_ctx *ctx, const char *name, const char *text);	 * table: advance walk + optional ellipsis, no wrapping, no allocation. */	
_facts/authoring/dynamic-text	runtime/sample/main.c	1756	        char telem[160];	         * announces itself, not a silent loss. */	        /* SLOT NAMES ARE SCREEN-SCOPED, and they have to be: slots are
_facts/authoring/focus-and-navigation	packages/baker/ps2ui_bake/check.py	100	    """Names reachable from a screen's initial focus by D-pad.	def _reachable(uib, sc) -> set:	
_facts/authoring/focus-and-navigation	packages/baker/ps2ui_bake/check.py	275	    rep.error(len(set(names)) == len(names),	    names = [sc["name"] for sc in uib.screens]	              f"screen names are unique: {names}")
_facts/authoring/focus-and-navigation	packages/baker/ps2ui_bake/check.py	287	        # Edges that leave the screen would move focus to a node the		        # screen never draws.
_facts/authoring/focus-and-navigation	packages/baker/ps2ui_bake/preview.py	350	def montage(uib: UibFile, columns: int = 3, gap: int = 16, screen=0) -> Image.Image:		    """One tile per focusable of one screen, that focusable current —
_facts/authoring/focus-and-navigation	packages/baker/ps2ui_bake/project.py	52	    "focusWrap": False,	    "minFontSize": None,	    "palettizeImages": False,
_facts/authoring/focus-and-navigation	packages/baker/ps2ui_bake/project.py	124	        return None if rel is None else os.path.join(self.root, rel)	    def _abs(self, rel):	
_facts/authoring/focus-and-navigation	packages/baker/ps2ui_bake/ps2ui.py	199	        if screen.focus_wrap:	                cmd += ["--limit", "%s=%d" % (_k, _v)]	            cmd += ["--focus-wrap"]
_facts/authoring/focus-and-navigation	packages/baker/ps2ui_bake/quads.py	42	FOCUS_NONE = 0xFFFF		TEX_NONE = 0xFFFF
_facts/authoring/focus-and-navigation	packages/baker/ps2ui_bake/quads.py	594	            base = len(self.focus_nodes)	            self.ir = ir	            self.focus_index = {
_facts/authoring/focus-and-navigation	packages/baker/ps2ui_bake/quads.py	599	                def gidx(v):	            for i, n in enumerate(ir["focus"]["nodes"]):	                    return self.focus_index[v] if v is not None else None
_facts/authoring/focus-and-navigation	packages/baker/ps2ui_bake/quads.py	632	            initial = ir["focus"]["initial"]		            self.screens.append({
_facts/authoring/focus-and-navigation	packages/baker/ps2ui_bake/serve_page.html	134	    <button id="btnGraph" title="D-pad navigation edges between focusables">Focus graph</button>	    <button id="btnFocus" title="Focus rectangles from /state (magenta, not part of the UI)">Focus boxes</button>	    <button id="btnGrid" title="8px grid">Grid</button>
_facts/authoring/focus-and-navigation	packages/baker/ps2ui_bake/serve_page.html	327	  if (S.graph) {	  const byName = new Map(nodes.map((n) => [n.name, n]));	    for (const n of nodes) {
_facts/authoring/focus-and-navigation	packages/baker/ps2ui_bake/serve_page.html	638	toggle('btnGraph', 'graph', drawOverlay);	toggle('btnFocus', 'focusBox', drawOverlay);	toggle('btnGrid', 'grid', drawOverlay);
_facts/authoring/focus-and-navigation	packages/baker/ps2ui_bake/serve_page.html	698	  else if (e.key === 'n') $('btnGraph').click();	  else if (e.key === 'b') $('btnFocus').click();	  else if (e.key === '[' || e.key === ']') {
_facts/authoring/focus-and-navigation	packages/layout/bin/ps2ui-layout.js	52	    case '--focus-wrap': focusWrap = true; break;	    case '--fonts': fontManifest = args[++i]; break;	    case '--strict': strict = true; break;
_facts/authoring/focus-and-navigation	packages/layout/bin/ps2ui-layout.js	127	  console.error(`ps2ui-layout: ${quads} paint commands, ${ir.focus.nodes.length} focusables -> ${out}`);	  const quads = ir.commands.length;	  if (strict && ir.warnings.length > 0) {
_facts/authoring/focus-and-navigation	packages/layout/src/box.js	294	  const focusable = 'focusable' in el.attrs;	  }	  if (focusable && focusScope !== null) {
_facts/authoring/focus-and-navigation	packages/layout/src/css.js	192	function compoundMatches(compound, el, ignoreFocus = false) {		  if (el.type !== 'element') return false;
_facts/authoring/focus-and-navigation	packages/layout/src/css.js	203	  if (!ignoreFocus && compound.focus && !('focusable' in el.attrs)) return false;	  // missing attribute?" so it can say so. Everything else passes false.	  const cls = el.classes;
_facts/authoring/focus-and-navigation	packages/layout/src/css.js	987	    if (rule.selector.focus && selectorMatches(rule.selector, el, true)) {	    // twenty panels is one mistake, not twenty.	      const msg = `css: line ${rule.line}: "${rule.selector.source}" matches `
_facts/authoring/focus-and-navigation	packages/layout/src/focus.js	41	      case 'right': progress = dx > 0; perp = Math.abs(dy); inBeam = overlap1D(from.y, from.y + from.height, cand.y, cand.y + cand.height); break;	    switch (dir) {	      case 'left': progress = dx < 0; perp = Math.abs(dy); inBeam = overlap1D(from.y, from.y + from.height, cand.y, cand.y + cand.height); break;
_facts/authoring/focus-and-navigation	packages/layout/src/focus.js	48	    const along = dir === 'left' || dir === 'right' ? Math.abs(dx) : Math.abs(dy);	    if (!progress) continue;	    const key = [
_facts/authoring/focus-and-navigation	packages/layout/src/focus.js	54	    if (bestKey === null	    ];	      || key[0] < bestKey[0]
_facts/authoring/focus-and-navigation	packages/layout/src/focus.js	73	function findWrapTarget(from, candidates, dir) {	 */	  let best = null;
_facts/authoring/focus-and-navigation	packages/layout/src/focus.js	84	    const delta = dir === 'left' || dir === 'right' ? cc.x - fc.x : cc.y - fc.y;	    const cc = center(cand);	    // Wrapping right seeks the farthest candidate to the LEFT, etc.
_facts/authoring/focus-and-navigation	packages/layout/src/focus.js	109	export function solveFocusGraph(focusables, options = {}) {	 */	  const list = [...focusables.values()];
_facts/authoring/focus-and-navigation	packages/layout/src/focus.js	114	      name: box.el.id ?? box.el.attrs.name ?? `box${box.id}`,	      id: box.id,	      rect: [box.x, box.y, box.width, box.height],
_facts/authoring/focus-and-navigation	packages/layout/src/focus.js	117	    for (const dir of DIRS) {	    };	      let target = findTarget(box, list, dir);
_facts/authoring/focus-and-navigation	packages/layout/src/focus.js	120	      node[dir] = target ? target.id : null;	      if (!target && options.wrap) target = findWrapTarget(box, list, dir);	    }
_facts/authoring/focus-and-navigation	packages/layout/src/focus.js	125	  let initial = null;		  for (const box of list) {
_facts/authoring/focus-and-navigation	packages/layout/src/focus.js	126	  for (const box of list) {	  let initial = null;	    if ('autofocus' in box.el.attrs) { initial = box.id; break; }
_facts/authoring/focus-and-navigation	packages/layout/src/focus.js	139	export function checkReachability(graph) {	 */	  const warnings = [];
_facts/authoring/focus-and-navigation	packages/layout/src/focus.js	154	      warnings.push(`focus: "${n.name}" is unreachable from the initial focus by D-pad`);	    if (!seen.has(n.id)) {	    }
